,PlayerID,SportsDataID,Status,TeamID,Team,Jersey,PositionCategory,Position,FirstName,LastName,Height,Weight,BirthDate,BirthCity,BirthState,BirthCountry,HighSchool,College,Salary,PhotoUrl,Experience,SportRadarPlayerID,RotoworldPlayerID,RotoWirePlayerID,FantasyAlarmPlayerID,StatsPlayerID,SportsDirectPlayerID,XmlTeamPlayerID,InjuryStatus,InjuryBodyPart,InjuryStartDate,InjuryNotes,FanDuelPlayerID,DraftKingsPlayerID,YahooPlayerID,FanDuelName,DraftKingsName,YahooName,DepthChartPosition,DepthChartOrder,GlobalTeamID,FantasyDraftName,FantasyDraftPlayerID,UsaTodayPlayerID,UsaTodayHeadshotUrl,UsaTodayHeadshotNoBackgroundUrl,UsaTodayHeadshotUpdated,UsaTodayHeadshotNoBackgroundUpdated
10,20000459,,Active,28,LAC,23.0,G,SG,Lou,Williams,73,175,1986-10-27T00:00:00,Memphis,Tennessee,,,,8000000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000459.png,13.0,2629c593-5f7c-4d34-aec7-6b949572af2a,1124.0,2633.0,200373.0,292401.0,725665.0,0.0,Scrambled,Scrambled,,Scrambled,9662.0,292401.0,3971.0,Louis Williams,Lou Williams,Lou Williams,PG,1.0,20000028,Lou Williams,292401.0,2686757.0,http://cdn.usatsimg.com/api/download/?imageID=11575927,http://cdn.usatsimg.com/api/download/?imageID=10772777,2018-11-02T15:17:11,2018-04-07T17:07:35
11,20000460,,Active,28,LAC,54.0,F,PF,Patrick,Patterson,81,230,1989-03-14T00:00:00,Washington,District of Columbia,,,Kentucky,1620564.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000460.png,8.0,5a25d084-9ef7-4e81-8da8-737b5a9d6ed9,1722.0,3116.0,200286.0,399599.0,736746.0,2840.0,Scrambled,Scrambled,,Scrambled,12340.0,399599.0,4729.0,Patrick Patterson,Patrick Patterson,Patrick Patterson,PF,0.0,20000028,Patrick Patterson,399599.0,2686334.0,http://cdn.usatsimg.com/api/download/?imageID=11452265,http://cdn.usatsimg.com/api/download/?imageID=10772975,2018-10-16T15:18:35,2018-04-07T17:48:12
12,20000464,,Active,4,MIA,16.0,F,PF,James,Johnson,80,240,1987-02-20T00:00:00,Cheyenne,Wyoming,,,Wake Forest,15349400.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000464.png,9.0,1f0687ca-c8f2-4c71-8306-8a18cbf6cc60,1621.0,3021.0,200148.0,398037.0,736252.0,2088.0,Scrambled,Scrambled,,Scrambled,9966.0,398037.0,4621.0,James Johnson,James Johnson,James Johnson,PF,1.0,20000004,James Johnson,398037.0,2686861.0,http://cdn.usatsimg.com/api/download/?imageID=11459628,http://cdn.usatsimg.com/api/download/?imageID=10772669,2018-10-17T19:41:09,2018-04-07T16:39:33
13,20000466,,Active,21,MEM,5.0,F,SF,Bruno,Caboclo,81,218,1995-09-21T00:00:00,Osasco,Brazil,,,,1845301.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000466.png,4.0,664f0884-717b-4f4a-a1a6-79f08acb41bd,2394.0,3673.0,200180.0,830646.0,761256.0,2650.0,Scrambled,Scrambled,,Scrambled,55058.0,830646.0,5331.0,Bruno Caboclo,Bruno Caboclo,Bruno Caboclo,,,20000021,Bruno Caboclo,830646.0,2686352.0,http://cdn.usatsimg.com/api/download/?imageID=10773576,http://cdn.usatsimg.com/api/download/?imageID=10773576,2018-04-07T18:59:10,2018-04-07T18:59:10
14,20000468,,Active,27,LAL,3.0,F,PF,Anthony,Davis,82,253,1993-03-11T00:00:00,Chicago,Illinois,,,Kentucky,27093018.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000468.png,6.0,ea8826b8-1f76-4eab-b61e-ffcb176880f3,1967.0,3297.0,200349.0,603096.0,750979.0,3407.0,Scrambled,Scrambled,,Scrambled,15755.0,603096.0,5007.0,Anthony Davis,Anthony Davis,Anthony Davis,PF,0.0,20000027,Anthony Davis,603096.0,2686502.0,http://cdn.usatsimg.com/api/download/?imageID=10772906,http://cdn.usatsimg.com/api/download/?imageID=10772906,2018-04-07T17:34:07,2018-04-07T17:34:07
15,20000469,,Active,24,SA,3.0,G,SG,Quincy,Pondexter,79,230,1988-03-10T00:00:00,Fresno,California,,,Washington,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000469.png,6.0,e58c0cb2-4645-4297-abd9-02315fba4683,1716.0,3126.0,200226.0,329825.0,733310.0,1846.0,Scrambled,Scrambled,,Scrambled,12357.0,329825.0,4757.0,Quincy Pondexter,Quincy Pondexter,Quincy Pondexter,SG,1.0,20000024,Quincy Pondexter,329825.0,2686487.0,http://cdn.usatsimg.com/api/download/?imageID=10772341,http://cdn.usatsimg.com/api/download/?imageID=10772341,2018-04-07T15:17:22,2018-04-07T15:17:22
16,20000471,,Active,22,HOU,10.0,G,SG,Eric,Gordon,76,215,1988-12-25T00:00:00,Indianapolis,Indiana,,,Indiana,14057730.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000471.png,10.0,f8d6c74c-e0bd-41ed-a814-f0b25259fe0a,1496.0,2926.0,200458.0,401085.0,736286.0,771.0,Scrambled,Scrambled,,Scrambled,9556.0,401085.0,4469.0,Eric Gordon,Eric Gordon,Eric Gordon,SF,0.0,20000022,Eric Gordon,401085.0,2686420.0,http://cdn.usatsimg.com/api/download/?imageID=11417995,http://cdn.usatsimg.com/api/download/?imageID=10773146,2018-10-11T15:27:04,2018-04-07T18:15:34
17,20000474,,Active,23,NO,11.0,G,PG,Jrue,Holiday,76,205,1990-06-12T00:00:00,Mission Hills,California,,,UCLA,26231111.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000474.png,9.0,65700e81-3aa0-49a9-8a94-004f2cfb64e5,1623.0,3029.0,200505.0,457576.0,741327.0,2049.0,Scrambled,Scrambled,,Scrambled,9663.0,457576.0,4622.0,Jrue Holiday,Jrue Holiday,Jrue Holiday,PG,0.0,20000023,Jrue Holiday,457576.0,2686511.0,http://cdn.usatsimg.com/api/download/?imageID=10772750,http://cdn.usatsimg.com/api/download/?imageID=10772750,2018-04-07T17:01:39,2018-04-07T17:01:39
18,20000476,,Active,24,SA,33.0,F,SF,Dante,Cunningham,80,230,1987-04-22T00:00:00,Clinton,Maryland,,,Villanova,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000476.png,9.0,627e78c7-3f9e-4ac3-9b7d-686087c665ae,1641.0,3043.0,200565.0,295799.0,725991.0,,Scrambled,Scrambled,,Scrambled,9940.0,295799.0,4638.0,Dante Cunningham,Dante Cunningham,Dante Cunningham,PF,1.0,20000024,Dante Cunningham,295799.0,2686465.0,http://cdn.usatsimg.com/api/download/?imageID=11550402,http://cdn.usatsimg.com/api/download/?imageID=10773557,2018-10-29T16:50:12,2018-04-07T18:58:06
19,20000482,,Active,26,GS,23.0,F,PF,Draymond,Green,79,230,1990-03-04T00:00:00,Saginaw,Michigan,,,Michigan State,18539130.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000482.png,6.0,5e5099d1-4a58-43f2-8d03-f2ae5dd49337,1981.0,3299.0,200176.0,468895.0,740632.0,3203.0,Scrambled,Scrambled,,Scrambled,15860.0,468895.0,5069.0,Draymond Green,Draymond Green,Draymond Green,PF,0.0,20000026,Draymond Green,468895.0,2686823.0,http://cdn.usatsimg.com/api/download/?imageID=11497635,http://cdn.usatsimg.com/api/download/?imageID=10773015,2018-10-22T17:41:07,2018-04-07T17:54:10
20,20000483,,Active,30,SAC,40.0,F,SF,Harrison,Barnes,80,225,1992-05-30T00:00:00,Ames,Iowa,,,North Carolina,24147727.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000483.png,6.0,ce8d0944-b277-499e-9701-02a5f1828615,1827.0,3305.0,200215.0,552336.0,748083.0,3226.0,Scrambled,Scrambled,,Scrambled,15946.0,552336.0,5013.0,Harrison Barnes,Harrison Barnes,Harrison Barnes,SF,0.0,20000030,Harrison Barnes,552336.0,2686659.0,http://cdn.usatsimg.com/api/download/?imageID=11417695,http://cdn.usatsimg.com/api/download/?imageID=10773111,2018-10-11T14:51:01,2018-04-07T18:11:48
21,20000484,,Active,26,GS,12.0,C,C,Andrew,Bogut,84,260,1984-11-28T00:00:00,Melbourne,Victoria,,,Utah,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000484.png,12.0,26734851-dce6-4e5b-8291-594a7ebd6658,1119.0,2590.0,200054.0,229912.0,653640.0,1200.0,Scrambled,Scrambled,,Scrambled,9601.0,229912.0,3927.0,Andrew Bogut,Andrew Bogut,Andrew Bogut,C,1.0,20000026,Andrew Bogut,229912.0,2686810.0,http://cdn.usatsimg.com/api/download/?imageID=10773051,http://cdn.usatsimg.com/api/download/?imageID=10773051,2018-04-07T18:00:30,2018-04-07T18:00:30
22,20000485,,Active,26,GS,30.0,G,PG,Stephen,Curry,75,190,1988-03-14T00:00:00,Akron,Ohio,,,Davidson,40231758.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000485.png,9.0,8ec91366-faea-4196-bbfd-b8fab7434795,1611.0,3014.0,200523.0,338365.0,733822.0,1942.0,Scrambled,Scrambled,,Scrambled,9524.0,338365.0,4612.0,Stephen Curry,Stephen Curry,Stephen Curry,PG,0.0,20000026,Stephen Curry,338365.0,2686817.0,http://cdn.usatsimg.com/api/download/?imageID=11497632,,2018-10-22T17:41:04,
23,20000486,,Active,26,GS,11.0,G,SG,Klay,Thompson,79,215,1990-02-08T00:00:00,Los Angeles,California,,,Washington State,32742000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000486.png,7.0,4e152a06-673e-4701-b115-aa7e2cd00d2d,1837.0,3197.0,200397.0,457611.0,740166.0,3106.0,Scrambled,Scrambled,2019-07-11T00:00:00,Scrambled,14509.0,457611.0,4892.0,Klay Thompson,Klay Thompson,Klay Thompson,SF,0.0,20000026,Klay Thompson,457611.0,2686844.0,http://cdn.usatsimg.com/api/download/?imageID=11497631,http://cdn.usatsimg.com/api/download/?imageID=10773594,2018-10-22T17:41:03,2018-04-07T19:00:11
24,20000487,,Active,21,MEM,9.0,F,SF,Andre,Iguodala,78,215,1984-01-28T00:00:00,Springfield,Illinois,,,Arizona,17185185.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000487.png,14.0,9fdcd102-1c82-4e32-b366-c93139352c75,1049.0,2527.0,200202.0,173004.0,671779.0,1012.0,Scrambled,Scrambled,,Scrambled,9664.0,173004.0,3826.0,Andre Iguodala,Andre Iguodala,Andre Iguodala,,,20000021,Andre Iguodala,173004.0,2686826.0,http://cdn.usatsimg.com/api/download/?imageID=10480093,http://cdn.usatsimg.com/api/download/?imageID=10480093,2017-12-15T06:55:51,2017-12-15T06:55:51
25,20000488,,Active,26,GS,34.0,G,PG,Shaun,Livingston,79,192,1985-09-11T00:00:00,Peoria,Illinois,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000488.png,13.0,77f1a040-ff8b-4e20-9db9-dfb6aa041585,1044.0,2477.0,200513.0,253980.0,719233.0,1018.0,Scrambled,Scrambled,,Scrambled,9643.0,253980.0,3821.0,Shaun Livingston,Shaun Livingston,Shaun Livingston,PG,1.0,20000026,Shaun Livingston,253980.0,2686834.0,http://cdn.usatsimg.com/api/download/?imageID=11497636,,2018-10-22T17:41:08,
26,20000492,,Active,21,MEM,7.0,G,SG,Justin,Holiday,78,181,1989-04-05T00:00:00,Mission Hills,California,,,Washington,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000492.png,5.0,05dea31d-f1ff-491b-9f17-8be88b26f413,2079.0,3242.0,200359.0,395365.0,737092.0,3019.0,Scrambled,Scrambled,,Scrambled,16604.0,395365.0,5142.0,Justin Holiday,Justin Holiday,Justin Holiday,SG,0.0,20000021,Justin Holiday,395365.0,2686371.0,http://cdn.usatsimg.com/api/download/?imageID=11569992,,2018-11-01T16:25:14,
27,20000497,,Active,15,MIL,34.0,F,PF,Giannis,Antetokounmpo,83,242,1994-12-06T00:00:00,Athens,Greece,,,,25842697.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000497.png,5.0,6c60282d-165a-4cba-8e5a-4f2d9d4c5905,2143.0,3456.0,200410.0,739957.0,755620.0,2444.0,Scrambled,Scrambled,,Scrambled,40199.0,739957.0,5185.0,Giannis Antetokounmpo,Giannis Antetokounmpo,Giannis Antetokounmpo,PF,0.0,20000015,Giannis Antetokounmpo,739957.0,2687124.0,http://cdn.usatsimg.com/api/download/?imageID=11575918,http://cdn.usatsimg.com/api/download/?imageID=10773561,2018-11-02T15:17:03,2018-04-07T18:58:17
28,20000498,,Active,15,MIL,77.0,F,PF,Ersan,Ilyasova,82,235,1987-05-15T00:00:00,Eskisehir,Turkey,,,,7000000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000498.png,10.0,a519659f-7cc0-40ee-8c49-1bb0b9ca5b13,1147.0,2607.0,200321.0,292396.0,725659.0,1268.0,Scrambled,Scrambled,,Scrambled,9598.0,292396.0,3962.0,Ersan Ilyasova,Ersan Ilyasova,Ersan Ilyasova,PF,1.0,20000015,Ersan Ilyasova,292396.0,2687153.0,http://cdn.usatsimg.com/api/download/?imageID=11575916,http://cdn.usatsimg.com/api/download/?imageID=10773503,2018-11-02T15:17:02,2018-04-07T18:54:22
29,20000499,,Active,14,DET,27.0,C,C,Zaza,Pachulia,83,270,1984-02-10T00:00:00,Tbilisi,USSR,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000499.png,15.0,48a2b27a-87a2-4051-ad03-c95a026ca772,968.0,2391.0,200067.0,214168.0,541170.0,966.0,Scrambled,Scrambled,,Scrambled,9454.0,214168.0,3745.0,Zaza Pachulia,Zaza Pachulia,Zaza Pachulia,C,1.0,20000014,Zaza Pachulia,214168.0,2687219.0,http://cdn.usatsimg.com/api/download/?imageID=10772899,http://cdn.usatsimg.com/api/download/?imageID=10772899,2018-04-07T17:32:35,2018-04-07T17:32:35
30,20000500,,Active,15,MIL,22.0,F,SF,Khris,Middleton,80,222,1991-08-12T00:00:00,North Charleston,South Carolina,,,Texas A&amp;M,30603448.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000500.png,6.0,4c362eee-6474-40ea-b1b4-d8f917f95175,2017.0,3356.0,200276.0,512053.0,744051.0,3276.0,Scrambled,Scrambled,,Scrambled,16261.0,512053.0,5073.0,Khris Middleton,Khris Middleton,Khris Middleton,SF,0.0,20000015,Khris Middleton,512053.0,2687163.0,http://cdn.usatsimg.com/api/download/?imageID=11575921,http://cdn.usatsimg.com/api/download/?imageID=10773103,2018-11-02T15:17:06,2018-04-07T18:10:21
31,20000501,,Active,5,ORL,7.0,G,PG,Michael,Carter-Williams,78,190,1991-10-10T00:00:00,Hamilton,Massachusetts,,,Syracuse,1620564.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000501.png,5.0,1f5e7dfc-225d-4a25-8857-e6f8192b4c44,2119.0,3441.0,200485.0,609790.0,750557.0,3558.0,Scrambled,Scrambled,,Scrambled,16201.0,609790.0,5162.0,Michael Carter-Williams,Michael Carter-Williams,Michael Carter-Williams,PG,1.0,20000005,Michael Carter-Williams,609790.0,2687045.0,http://cdn.usatsimg.com/api/download/?imageID=11418002,,2018-10-11T15:27:11,
32,20000502,,Active,12,CLE,31.0,F,PF,John,Henson,83,219,1990-12-28T00:00:00,Greensoboro,North Carolina,,,North Carolina,9732396.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000502.png,6.0,c555e067-c4d5-43f6-99af-716b6005cbba,1953.0,3308.0,200107.0,502871.0,743758.0,3253.0,Scrambled,Scrambled,,Scrambled,15952.0,502871.0,5020.0,John Henson,John Henson,John Henson,,,20000012,John Henson,502871.0,2687249.0,http://cdn.usatsimg.com/api/download/?imageID=11575907,http://cdn.usatsimg.com/api/download/?imageID=10773398,2018-11-02T15:16:54,2018-04-07T18:45:43
33,20000504,,Active,16,MIN,8.0,G,PG,Jerryd,Bayless,75,200,1988-08-20T00:00:00,Phoenix,Arizona,,,Arizona,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000504.png,10.0,f444ee53-e3b3-4899-923e-a27369ce7e59,1491.0,2924.0,200455.0,395391.0,737334.0,1775.0,Scrambled,Scrambled,,Scrambled,9810.0,395391.0,4473.0,Jerryd Bayless,Jerryd Bayless,Jerryd Bayless,,,20000016,Jerryd Bayless,395391.0,2686220.0,http://cdn.usatsimg.com/api/download/?imageID=11452293,,2018-10-16T15:18:59,
34,20000505,,Active,27,LAL,3.0,F,SF,Jared,Dudley,79,237,1985-07-10T00:00:00,San Diego,California,,,Boston College,1620564.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000505.png,11.0,04856926-1edc-4375-a147-246c4d66b6bb,1402.0,2856.0,200141.0,241712.0,658411.0,1825.0,Scrambled,Scrambled,,Scrambled,9677.0,241712.0,4300.0,Jared Dudley,Jared Dudley,Jared Dudley,PF,1.0,20000027,Jared Dudley,241712.0,2687425.0,http://cdn.usatsimg.com/api/download/?imageID=11452212,http://cdn.usatsimg.com/api/download/?imageID=10479928,2018-10-16T15:17:45,2017-12-15T06:50:23
35,20000509,,Active,21,MEM,18.0,C,C,Miles,Plumlee,83,249,1988-09-01T00:00:00,Ft. Wayne,Indiana,,,Duke,12500000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000509.png,6.0,73e55440-d981-48e6-9639-d2ed7276f22d,2011.0,3357.0,200078.0,467271.0,740096.0,3299.0,Scrambled,Scrambled,,Scrambled,15591.0,467271.0,5060.0,Miles Plumlee,Miles Plumlee,Miles Plumlee,C,1.0,20000021,Miles Plumlee,467271.0,2687021.0,http://cdn.usatsimg.com/api/download/?imageID=10773516,http://cdn.usatsimg.com/api/download/?imageID=10773516,2018-04-07T18:55:21,2018-04-07T18:55:21
36,20000511,,Active,3,ATL,12.0,F,PF,Jabari,Parker,80,245,1995-03-15T00:00:00,Chicago,Illinois,,,Duke,6500000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000511.png,4.0,e58c5e0e-f1f5-4685-9ff2-7197f9330bea,2285.0,3573.0,200227.0,756880.0,755747.0,3717.0,Scrambled,Scrambled,,Scrambled,42550.0,756880.0,5293.0,Jabari Parker,Jabari Parker,Jabari Parker,PF,1.0,20000003,Jabari Parker,756880.0,2686932.0,http://cdn.usatsimg.com/api/download/?imageID=11995784,http://cdn.usatsimg.com/api/download/?imageID=10773596,2019-01-14T14:21:10,2018-04-07T19:00:14
37,20000512,,Active,19,POR,17.0,C,C,Pau,Gasol,84,250,1980-07-06T00:00:00,Barcelona,Spain,,,,1620564.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000512.png,17.0,4aafa7e4-d271-42d2-8979-bdefcd221d30,766.0,2156.0,200274.0,3494.0,543918.0,413.0,Scrambled,Scrambled,,Scrambled,9570.0,3494.0,3513.0,Pau Gasol,Pau Gasol,Pau Gasol,C,1.0,20000019,Pau Gasol,3494.0,2687147.0,http://cdn.usatsimg.com/api/download/?imageID=11550392,http://cdn.usatsimg.com/api/download/?imageID=10772754,2018-10-29T16:50:01,2018-04-07T17:02:41
